,location,text,location2,point,latitude,longitude,altitude
2935,"New Brunswick, Canada",via @PerilofAfrica Spain's La Rioja region orders schools shutdown as coronavirus spreads: Spanish wine-growing reg… https://t.co/I05gIuzrqW,"New Brunswick, Canada","(46.500283, -66.750183, 0.0)",46.500283,-66.750183,0.0
2938,"Victoria, BC","""Patty Hajdu said Monday that while Ottawa is aware of [Premiers' demands for increased health funding], the federa… https://t.co/Xm4ISrcViL","Victoria, Capital Regional District, British Columbia, Canada","(48.4283182, -123.3649533, 0.0)",48.4283182,-123.3649533,0.0
2939,"Brooklyn, NY","If you want your public health announcements, you have to accept them with a healthy side of racism.

It’s like whe… https://t.co/zpm9RB2Q3k","Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823,0.0
2940,"Manchester, England",@ManUtd_HQ Don’t want to give u bad news but u spent Coronavirus incorrectly,"Manchester, Greater Manchester, North West England, England, United Kingdom","(53.4794892, -2.2451148, 0.0)",53.4794892,-2.2451148,0.0
2948,ligaw,wHAT !?!,"太平島, 中興里, 旗津區, 高雄市, 805, Taiwan","(10.3766155, 114.36480266204512, 0.0)",10.3766155,114.36480266204512,0.0
2957,"Reynoldsburg, OH",alex’s spring break was extended until the 30th bc of coronavirus.. i’m MAD,"Reynoldsburg, Truro Township, Franklin County, Ohio, 43068, United States of America","(39.9547861, -82.8121191, 0.0)",39.9547861,-82.8121191,0.0
2960,WorldWide,🔥Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus… https://t.co/e5zrJgyOiH,"Worldwide, Crescent Road, Crumpsall, Manchester, Greater Manchester, North West England, England, M8 9JX, United Kingdom","(53.5120412, -2.2434612, 0.0)",53.5120412,-2.2434612,0.0
2961,"Jakarta Capital Region, Indonesia",if I speak I’m in trouble,"Jakarta, 2, Jalan KH. Wahid Hasyim, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10240, Indonesia","(-6.1875613, 106.8277658, 0.0)",-6.1875613,106.8277658,0.0
2966,"Dar es Salaam, Tanzania",Lmao but you deserved that,"Dar es Salaam, Coastal Zone, 11101, Tanzania","(-6.8160837, 39.2803583, 0.0)",-6.8160837,39.2803583,0.0
2980,"Toronto, Ontario",Southwest CEO to Cut His Pay by 10% as Coronavirus Chills Bookings https://t.co/Y2lrqzvjpX,"Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada","(43.653963, -79.387207, 0.0)",43.653963,-79.387207,0.0
2982,"New York, USA",I heard @Orbitz is not refunding any non refundable hotel bookings. They also try to blame the hotel or airline for… https://t.co/Oawj67oH1q,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
2984,"Virginia, USA",Hindus are throwing colored powder and spraying water in massive celebrations of the festival of Holi in India. But… https://t.co/0w43JnSnuq,"Virginia, United States of America","(37.1232245, -78.4927721, 0.0)",37.1232245,-78.4927721,0.0
2988,North Pole,"Media for Wall Street: #coronavirus will be gone by summer, it doesn't have an effect when warm...
Really?
Why no c… https://t.co/JPLKMfZHaq",North Pole,"(90.0, 0.0, 0.0)",90.0,0.0,0.0
2995,"England, United Kingdom","I was in a meeting at work today, where contingency planning for Coronavirus was the only item on the agenda. China… https://t.co/niquGs5BGy","England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)",52.7954791,-0.5402402866174321,0.0
3001,Worldwide,Coronavirus response ‘a shambles’: Australian doctors and patients complain of confusing processes | Coronavirus ou… https://t.co/AvDOizrB1B,"Worldwide, Crescent Road, Crumpsall, Manchester, Greater Manchester, North West England, England, M8 9JX, United Kingdom","(53.5120412, -2.2434612, 0.0)",53.5120412,-2.2434612,0.0
3004,"New Brunswick, Canada",via @PerilofAfrica Lebanon records first death from coronavirus: Lebanon recorded its first death from coronavirus… https://t.co/8WJfdrJkgS,"New Brunswick, Canada","(46.500283, -66.750183, 0.0)",46.500283,-66.750183,0.0
3016,"Laguna, Philippines",Thank You Lord for this geniuses! 🙏🏼,"Laguna, Calabarzon, Philippines","(14.1696476, 121.3336526, 0.0)",14.1696476,121.3336526,0.0
3017,"Clarksville, IN","While the world deals with the coronavirus, Trump glorifies himself on Twitter https://t.co/kT8TayBopP","Clarksville, Clark County, Indiana, 47129, United States of America","(38.2967791, -85.7602087, 0.0)",38.2967791,-85.7602087,0.0
3026,London,United Airlines plane forced to divert after row breaks out over coronavirus when passenger is caught sneezing https://t.co/2MMbn4HJOF,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
3031,"Las Vegas, Nevada","Ooh ooh, I can't wait for the tell-alls as piggys squeal for plea deals.

Most people already know the Vagina Candl… https://t.co/eDhLo6RFCH","Las Vegas, Clark County, Nevada, United States of America","(36.1672559, -115.1485163, 0.0)",36.1672559,-115.1485163,0.0
3049,"Atlanta, GA","Coronavirus: The Case for Canceling Everything 

I don’t understand why my kids are at school and why I am at work… https://t.co/bk1AemevXb","Atlanta, Fulton County, Georgia, United States of America","(33.7490987, -84.3901849, 0.0)",33.7490987,-84.3901849,0.0
3052,"Yorkshire, UK","Boris Johnson's response to the coronavirus is a huge political gamble

Having Boris Johnson and Tories running the… https://t.co/YLmPaCWz8Z","Yorkshire, Church Street, Steander, Hunslet, Leeds, Yorkshire and the Humber, England, LS10 2AR, United Kingdom","(53.7785231, -1.528629107438364, 0.0)",53.7785231,-1.528629107438364,0.0
3054,"Liverpool, England",It’s happening 🙏🙏🙏👍. notts forest owner has Coronavirus infection 😳😳,"Liverpool, North West England, England, United Kingdom","(53.407154, -2.991665, 0.0)",53.407154,-2.991665,0.0
3063,"Nairobi, Kenya",Cancel the EPL too and give it to last years winners 😂👌😂👌,"Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)",-1.2832533,36.8172449,0.0
3076,Glasgow,"When the system is in danger, a new pragmatism emerges and partially overcomes the relations of power that normally… https://t.co/DsYH6Bpwth","Glasgow, Glasgow City, Scotland, G2 9SA, United Kingdom","(55.8609825, -4.2488787, 0.0)",55.8609825,-4.2488787,0.0
3077,"Tennessee, USA",A+ for effort though 😂,"Tennessee, United States of America","(35.7730076, -86.2820081, 0.0)",35.7730076,-86.2820081,0.0
3087,Bangalore,An export promotion council meeting was held to discuss the trade impact of #coronavirus disease (COVID-19) on the… https://t.co/aBKEJuBiLR,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0.0
3089,"Ogun, Nigeria",Uche Jombo blasted on Twitter after stating that Coronavirus cannot survive in hot weather https://t.co/J6yTDwk6SN,"Ogun, Nigeria","(6.9788582, 3.4389293, 0.0)",6.9788582,3.4389293,0.0
3093,"Texas, USA",There was a tweet yesterday saying this is all in Australia. Every picture we see is due to a hoax down under!,"Texas, United States of America","(31.8160381, -99.5120986, 0.0)",31.8160381,-99.5120986,0.0
3095,"Florida, USA",I’ll be 53 this year completely feel your pain my husband will be 57 he feels your pain,"Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
3113,"New Brunswick, Canada","via @PerilofAfrica Xi visits Wuhan, signaling tide turning in China's coronavirus battle: Chinese President Xi Jinp… https://t.co/n9x4cO3aOa","New Brunswick, Canada","(46.500283, -66.750183, 0.0)",46.500283,-66.750183,0.0
3145,"Montréal, Québec","@ValeFuchs @Doc_Wolverine https://t.co/Qz0P6YnniW

I've been saying the same thing.
all I hear about world leaders… https://t.co/MXIBo9gOcQ","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada","(45.4972159, -73.6103642, 0.0)",45.4972159,-73.6103642,0.0
3150,"Heywood, England",Getting my internet fixed and before the man knocked on me door he’s rang to see if I have coronavirus or any symptoms of it🙄🙃,"Heywood, Greater Manchester, North West England, England, OL10 4PD, United Kingdom","(53.5967685, -2.2239715, 0.0)",53.5967685,-2.2239715,0.0
3158,Brasil,#Southwest CEO to Cut His Pay by 10% as #Coronavirus Chills #Bookings https://t.co/ALBEzfwqJe,Brasil,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,0.0
3160,"Dublin, Ireland",Banks not ruling out allowing people to defer mortgage payments amid potential coronavirus disruption https://t.co/KIxo9BwRG9,"Dublin, County Dublin, Leinster, Ireland","(53.3497645, -6.2602732, 0.0)",53.3497645,-6.2602732,0.0
3168,Daytona beach Florida,Coronavirus Updates: Stock Markets Plunge; U.S. Tops 600 Cases; Nationwide Travel Restrictions in Italy | The Weath… https://t.co/29IuW4fIQl,"Daytona Beach, Volusia County, Florida, United States of America","(29.2108147, -81.0228331, 0.0)",29.2108147,-81.0228331,0.0
3193,"Iloilo, Philippines",Anothaa stupid mothafucker,"Talibong Pequeño, Iloilo, Western Visayas, 5030, Philippines","(10.9534597, 122.5756326, 0.0)",10.9534597,122.5756326,0.0
3201,"Queens, NY",but have you tried it,"Queens, Queens County, New York, United States of America","(40.7498243, -73.7976337, 0.0)",40.7498243,-73.7976337,0.0
3224,"Madison, WI",He's no Churchill.,"Madison, Dane County, Wisconsin, United States of America","(43.074761, -89.3837613, 0.0)",43.074761,-89.3837613,0.0
3227,"New Brunswick, Canada","via @PerilofAfrica Japan announces $4 billion coronavirus package, not yet eyeing extra budget: Japan on Tuesday an… https://t.co/fwjWon0woi","New Brunswick, Canada","(46.500283, -66.750183, 0.0)",46.500283,-66.750183,0.0
3228,New York,Passengers sue over coronavirus-hit Grand Princess cruise ship https://t.co/pLDaISaooK https://t.co/BuupyIr1kv,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
3239,daniel,bet anyone wanna come with me?,"Daniel, Utah, United States of America","(40.4707885, -111.4146275, 0.0)",40.4707885,-111.4146275,0.0
3250,"राजकोट, भारत",Coronavirus Covid19 Scare News Foreign Investors FPI FII Turn Net Sellers In Equities After 6 Months https://t.co/9y9crcxxPs,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India","(22.3051991, 70.8028335, 0.0)",22.3051991,70.8028335,0.0
3268,Flyover Country,"Here was conservative congressman Matt Gaetz 
making fun of concerns about Coronavirus https://t.co/H7OZQpch3J","Country Club, Begumpet Railway Flyover, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500016, India","(17.43760425, 78.45753471539129, 0.0)",17.43760425,78.45753471539129,0.0
3279,London  UK,#Coronavirus : #BA cancels all flights to and from Italy as nation goes into lockdown https://t.co/LwQGACFArD,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
3282,Flyover Country,"Here is Matt Gaetz 
who now has Coronavirus 
https://t.co/BLnpelQViv","Country Club, Begumpet Railway Flyover, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500016, India","(17.43760425, 78.45753471539129, 0.0)",17.43760425,78.45753471539129,0.0
3293,VT,And we still bicker in the US about our precious liberty.,"Vermont, United States of America","(44.5990718, -72.5002608, 0.0)",44.5990718,-72.5002608,0.0
3294,"Houston, TX",When some lame-axx virus is denying an awesome performance of an awesome band like this-- piss off #COVID19 . Piss… https://t.co/X0LJlkgJga,"Houston, Harris County, Texas, 77002-5902, United States of America","(29.7589382, -95.3676974, 0.0)",29.7589382,-95.3676974,0.0
3305,United States,GOD DAMN 🔥🔥,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
3311,"Kathmandu, Nepal",MyRepublica: Vin Diesel:'F9' premiere to go ahead despite coronavirus scare - https://t.co/brX5OWcvJy,"Kathmandu, काठमाडौं, वाग्मती प्रदेश, 46600, Nepal","(27.708317, 85.3205817, 0.0)",27.708317,85.3205817,0.0
3318,"Dundalk, Ireland",And so it begins. This is going to be a disaster,"Dundalk, County Louth, Leinster, A91 RC44, Ireland","(54.0046033, -6.4008879, 0.0)",54.0046033,-6.4008879,0.0
3329,"Cumberland Gap, TN ",I’m more concerned about touching the hepatitis infested blood of a crack head than getting the coronavirus,"Cumberland Gap, Claiborne County, Tennessee, United States of America","(36.599527, -83.6685252, 0.0)",36.599527,-83.6685252,0.0
3338,Indonesia,Stay safe!,Indonesia,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,0.0
3340,Burton/Westland,Karma a bitch,"Yeovil/Westland Aerodrome, Western Relief Road, West Coker, South Somerset, Somerset, South West England, England, BA20 2HT, United Kingdom","(50.9395424, -2.6579816221782195, 0.0)",50.9395424,-2.6579816221782195,0.0
3347,Florida USA.,@Pismo_B This is the result of false advertisement by fake news @CNN. 29 million people have been infected with the… https://t.co/vt9zVGSu39,"Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
3352,florida,@CBSThisMorning @DrLaPook Your Dr.Lapook said coronavirus is NEW! IT IS NOT NEW!!!! Just another way for y'all to f… https://t.co/UtRYp79vy7,"Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
3377,"England, United Kingdom","I can only assume that before #Coronavirus people didint eat pasta, wash their hands or wipe their arse.","England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)",52.7954791,-0.5402402866174321,0.0
3389,"Florida, USA",@realDonaldTrump Did you put your name in quotes because it’s another word for Cretinous Criminal Coronavirus-Covering Up Cockwaffle?,"Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
3398,"Brooklyn, NY👹",@DogginTrump Fuck Ted Cruz. I hope that fucker gives his JFK assassin father and ugly wife the coronavirus. No Flyi… https://t.co/v3kNrCWq4I,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823,0.0
3417,Nottingham ,well that’s forest fucked then #nffc @coronavirus,"City of Nottingham, East Midlands, England, United Kingdom","(52.9534193, -1.1496461, 0.0)",52.9534193,-1.1496461,0.0
3423,United Kingdom,"Too everybody ridiculing and criticizing #panicbuyinguk This will be you in a few weeks time, use your heads not yo… https://t.co/nZHQ5yk9Ud",United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
3438,"Nottingham, England",Thoughts @piersmorgan?,"City of Nottingham, East Midlands, England, United Kingdom","(52.9534193, -1.1496461, 0.0)",52.9534193,-1.1496461,0.0
3445,Bristol,"👇 IMPORTANT UPDATE 👇

We've received several questions about the spread of coronavirus and its potential implicatio… https://t.co/xRwaJZyltl","Bristol, City of Bristol, South West England, England, United Kingdom","(51.4538022, -2.5972985, 0.0)",51.4538022,-2.5972985,0.0
3454,"Manatee County, FL","#WHO: ""The threat of a pandemic is now very real...""

#trump: ""The Fake News Media and their partner, the Democrat… https://t.co/len0tqOEja","Manatee County, Florida, United States of America","(27.5213933, -82.3801566, 0.0)",27.5213933,-82.3801566,0.0
3455,"New Mills, England",I will check on our milk again later but last time I looked we looked like it's OK for another couple of weeks. https://t.co/8PNAywk93S,"New Mills, Derbyshire, East Midlands, England, SK22 3BN, United Kingdom","(53.365432, -2.0012794, 0.0)",53.365432,-2.0012794,0.0
3460,Australia,"@wombat_wood Hi there, please find our coronavirus travel update here: https://t.co/nvzDUG9qUl. Issy",Australia,"(-24.7761086, 134.755, 0.0)",-24.7761086,134.755,0.0
3466,Bristol,"1⃣ Can coronavirus cause meningitis?

👉 There are currently NO reported cases of meningitis from coronavirus. Howev… https://t.co/j0XU65r6Du","Bristol, City of Bristol, South West England, England, United Kingdom","(51.4538022, -2.5972985, 0.0)",51.4538022,-2.5972985,0.0
